aX,aY,aZ,gX,gY,gZ,target
2772,-9748,997,-241,68,1,0
2814,-9856,1131,-248,96,15,0
2698,-9909,1315,-212,133,2,0
2458,-9790,1438,-192,127,-35,0
2217,-9706,1452,-123,116,-30,0
2063,-9845,1468,-11,96,21,0
1999,-10132,1485,70,52,58,0
2141,-10409,1406,109,14,58,0
2221,-10531,1289,116,-7,17,0
2274,-10461,1198,78,-13,-54,0
2302,-10336,1130,0,0,-123,0
2185,-10150,1017,-77,19,-178,0
2045,-10000,843,-102,39,-224,0
2013,-9821,688,-62,75,-263,0
1947,-9453,713,11,119,-284,0
1941,-9112,882,104,161,-261,0
2114,-8978,1065,208,205,-173,0
2328,-9057,1401,295,241,-62,0
2565,-9074,1915,331,257,-5,0
2715,-9082,2377,333,265,0,0
2729,-9075,2813,289,248,-21,0
2624,-9178,2977,185,180,-56,0
2385,-9294,2739,70,68,-88,0
2072,-9391,2233,-6,-54,-100,0
1930,-9453,1739,-17,-145,-68,0
2023,-9532,1423,30,-184,-5,0
2024,-9571,1295,116,-161,45,0
2005,-9573,1450,187,-89,68,0
1944,-9598,1658,189,-6,68,0
1983,-9635,1830,129,61,57,0
2151,-9681,2007,38,100,50,0
2303,-9671,2203,-40,115,42,0
2260,-9700,2448,-81,121,39,0
2126,-9715,2615,-95,102,35,0
1945,-9706,2691,-86,58,22,0
1691,-9802,2579,-50,4,-2,0
1571,-9956,2221,6,-58,-24,0
1690,-9936,1972,70,-103,-28,0
1911,-9899,1963,93,-105,-36,0
2199,-9869,2000,60,-85,-72,0
2309,-9733,1905,9,-62,-132,0
2187,-9441,1829,-29,-43,-187,0
2078,-9197,1707,-48,-44,-210,0
2020,-9040,1523,-44,-59,-198,0
2110,-9067,1382,-19,-83,-158,0
2206,-9123,1272,19,-99,-91,0
2264,-9233,1334,83,-76,-19,0
2310,-9383,1567,151,-44,10,0
2345,-9329,1824,178,-23,-11,0
2326,-9164,2017,161,-21,-59,0
2448,-8968,2104,113,-27,-110,0
2643,-8658,2130,59,-31,-157,0
2694,-8209,2212,-6,-33,-190,0
2694,-8209,2212,-6,-33,-190,0
2733,-7982,2195,-101,-57,-196,0
2810,-7948,2084,-166,-96,-136,0
2836,-8060,1812,-162,-136,-47,0
2754,-8269,1522,-113,-159,22,0
2770,-8488,1210,-60,-136,82,0
2868,-8773,1101,-34,-79,147,0
2984,-9233,1132,-48,-18,215,0
2991,-9715,1277,-64,44,248,0
2859,-10005,1539,-33,109,237,0
2597,-10004,1834,46,142,194,0
2321,-9797,2038,140,133,156,0
2074,-9445,2136,206,102,128,0
1907,-9082,2160,237,71,126,0
1867,-8949,2106,257,55,156,0
1939,-9106,2147,281,64,192,0
2123,-9294,2361,268,76,190,0
2194,-9387,2560,166,80,146,0
2150,-9405,2609,-1,60,76,0
2109,-9308,2573,-157,26,10,0
2005,-9252,2405,-219,-20,-3,0
1865,-9446,2144,-150,-84,47,0
1905,-9798,1834,3,-165,128,0
1940,-10362,1500,170,-205,210,0
2116,-10848,1336,299,-166,243,0
2280,-11072,1480,372,-82,217,0
2221,-11145,1824,387,7,142,0
2066,-11032,2296,332,76,38,0
1855,-10775,2553,198,70,-60,0
1697,-10577,2561,63,19,-121,0
1710,-10502,2557,-1,-37,-133,0
1781,-10515,2584,3,-90,-115,0
1807,-10690,2639,59,-125,-93,0
1768,-11068,2863,123,-147,-99,0
1784,-11517,3119,162,-182,-161,0
1996,-11547,3193,208,-238,-284,0
2174,-11261,3098,264,-296,-443,0
2128,-10958,3025,312,-314,-581,0
2129,-10757,2768,288,-317,-676,0
2111,-10731,2286,213,-304,-706,0
2306,-10727,1890,150,-251,-729,0
2335,-10670,1878,43,-165,-795,0
2017,-10940,2160,-122,-59,-859,0
1659,-11790,2784,-284,7,-934,0
1585,-12609,3398,-379,-28,-1047,0
1482,-13490,3545,-339,-145,-1251,0
1537,-13987,3811,-172,-291,-1585,0
1691,-13411,4200,0,-455,-1948,0
1863,-12622,4136,87,-630,-2195,0
2172,-11516,3598,38,-763,-2295,0
2516,-10488,2426,-152,-817,-2363,0
2673,-10015,1282,-390,-816,-2420,0
2753,-10163,754,-622,-771,-2516,0
3744,-10199,798,-809,-685,-2755,0
4090,-9972,964,-920,-579,-3054,0
3624,-10036,1370,-908,-443,-3543,0
3414,-9980,1625,-883,-427,-4056,0
3468,-8662,1322,-822,-490,-4430,0
3296,-7564,890,-740,-469,-4749,0
3153,-6669,563,-821,-387,-5124,0
2974,-4868,583,-1090,-357,-5419,0
2482,-3140,756,-1540,-356,-5533,0
2287,-1514,1218,-2151,-373,-5558,0
1915,605,1389,-2771,-550,-5594,0
1750,3951,460,-3176,-834,-5755,0
2357,8615,-1826,-3321,-1108,-5941,0
3162,13439,-4255,-3085,-1135,-5894,0
4682,19388,-6432,-2239,-657,-5146,0
6053,24775,-6397,-667,414,-3472,0
6586,28998,-3038,847,1700,-940,0
7082,30890,275,1578,2377,2425,0
6780,28920,2094,1819,2092,6081,0
4947,24726,2519,1889,1523,9287,0
1551,19709,1699,2155,1162,12033,0
-4058,14436,1176,3050,1033,14491,0
-12065,9692,1944,4441,1131,16649,0
-21513,5071,4124,5542,1438,17453,0
31667,-5578,8563,5289,1678,17453,0
26309,-23198,11002,3288,1620,17453,0
26406,26309,13003,943,729,16367,0
-27631,26309,15586,-96,267,10445,0
-11127,26597,15172,656,610,3501,0
-15520,26477,14342,2888,1154,-1953,0
-22991,-32492,15923,3859,1222,-4208,0
-18723,-22677,17200,1444,386,-4931,0
-11705,-19874,14873,-2264,-725,-5339,0
-7413,-20727,11036,-4860,-1252,-5907,0
-6013,-21476,7235,-5589,-1041,-6636,0
-6615,-19922,3676,-4621,-704,-7571,0
-7648,-16161,1946,-2999,-465,-8257,0
-7820,-11994,1733,-1569,-368,-8560,0
-6857,-7818,1500,-659,-464,-8636,0
-6857,-7818,1500,-659,-464,-8636,0
-4977,-4535,1517,-366,-616,-8495,0
-3102,-2355,1370,-625,-741,-8210,0
-1277,331,-111,-1184,-855,-8130,0
-155,1952,-1795,-1707,-781,-8455,0
-335,3392,-1842,-2145,-484,-9179,0
697,7355,-998,-2662,-205,-9838,0
517,10373,-592,-3073,-91,-9776,0
1855,14718,-407,-3003,-43,-9132,0
3893,18562,-389,-2268,103,-7761,0
5042,22585,-1106,-1061,285,-5616,0
5889,26815,-1909,306,491,-3127,0
6694,29460,-577,1481,883,-661,0
6307,29805,1474,1941,1306,1796,0
5463,27880,2244,1669,1203,4250,0
4468,24503,1634,1183,636,6655,0
2630,19947,58,831,216,8939,0
-324,14966,-1442,818,107,11082,0
-5913,10100,-1998,1318,240,13158,0
-13483,5162,-1218,2367,710,15027,0
-24354,-1938,416,3462,1447,16644,0
32003,-16387,265,3836,2086,17177,0
29829,30539,4081,3897,2110,15730,0
-22854,26309,13917,2598,1473,11639,0
-6842,26421,20149,-389,568,5597,0
-5365,26856,17172,-1522,616,78,0
-10373,-30663,12658,-639,1025,-2898,0
-9852,-18572,10726,-408,217,-3865,0
-5715,-11464,8105,-1005,-994,-3862,0
-2317,-8362,4107,-1589,-1558,-3317,0
-363,-8217,714,-1802,-1544,-2558,0
754,-8382,-1480,-1686,-1240,-1730,0
1921,-9007,-2199,-1144,-825,-932,0
2686,-10126,-1186,-308,-552,-510,0
3077,-10172,586,396,-373,-474,0
3332,-9517,1570,773,-245,-548,0
3350,-8529,1775,887,-244,-593,0
3367,-7336,1598,858,-372,-537,0
3925,-6620,1200,824,-498,-465,0
4136,-6428,675,736,-581,-288,0
3945,-6581,-365,637,-500,-104,0
3879,-6893,-1207,711,-206,-18,0
3573,-7252,-1194,895,151,140,0
3081,-7757,-174,986,390,342,0
2778,-8219,1112,896,538,493,0
2783,-8888,2235,654,613,581,0
2631,-9646,2976,309,553,584,0
2406,-10155,3171,-71,393,504,0
2130,-10458,2964,-313,223,402,0
1734,-10490,2740,-333,66,333,0
1541,-10239,2525,-209,-71,302,0
1520,-9943,2308,-51,-157,287,0
1328,-9701,2085,96,-172,284,0
1009,-9628,1951,238,-109,302,0
770,-9802,1980,353,-6,322,0
775,-9897,2207,421,103,306,0
696,-9949,2530,439,212,258,0
632,-9947,3002,393,311,183,0
659,-9925,3603,255,363,82,0
757,-9856,4127,33,355,-3,0
992,-9817,4448,-210,268,-65,0
1201,-9868,4343,-392,130,-119,0
1199,-9882,4017,-477,-21,-176,0
1167,-9677,3573,-477,-188,-207,0
1191,-9646,2968,-379,-320,-206,0
1407,-9659,2329,-233,-356,-182,0
1455,-9665,1854,-49,-301,-165,0
1158,-10125,1543,131,-222,-169,0
1241,-10489,1282,259,-119,-231,0
1547,-10289,1256,336,38,-307,0
1623,-9844,1732,364,208,-388,0
1607,-9506,2358,270,304,-467,0
1686,-9180,2638,54,306,-493,0
1977,-8941,2737,-176,291,-458,0
2258,-8910,2804,-361,267,-410,0
2274,-8903,2983,-448,243,-370,0
2187,-8682,3189,-430,207,-297,0
2091,-8508,3336,-324,131,-163,0
2043,-8467,3468,-162,20,11,0
1941,-8567,3590,14,-108,212,0
1721,-8832,3538,128,-266,401,0
1602,-9267,3269,154,-438,518,0
1606,-9845,2770,160,-520,541,0
1585,-10358,2370,156,-498,483,0
1471,-10587,2072,133,-449,348,0
1488,-10515,1841,52,-392,151,0
1625,-10197,1692,-78,-305,-38,0
1732,-9818,1590,-222,-184,-167,0
1695,-9457,1504,-312,-81,-218,0
1681,-9241,1586,-295,-20,-190,0
1831,-9131,1795,-199,5,-112,0
1916,-9087,2013,-74,18,-20,0
1916,-9087,2013,-74,18,-20,0
1848,-9077,2256,47,20,52,0
1766,-9118,2371,126,-1,104,0
1689,-9240,2363,152,-28,148,0
1586,-9562,2236,147,-34,152,0
1562,-9872,2135,146,4,115,0
1522,-9998,2193,148,74,52,0
1498,-9909,2436,117,136,-18,0
1520,-9744,2712,55,166,-79,0
1602,-9575,2885,-18,159,-112,0
1643,-9415,2944,-78,110,-121,0
1696,-9282,2967,-101,36,-107,0
1777,-9155,2913,-102,-44,-72,0
1764,-9095,2771,-82,-123,-25,0
1727,-9089,2612,-27,-190,34,0
1698,-9160,2430,41,-241,96,0
1696,-9329,2176,100,-263,136,0
1705,-9457,1944,128,-240,137,0
1670,-9598,1845,123,-180,118,0
1681,-9666,1798,79,-115,82,0
1636,-9703,1869,24,-43,45,0
1581,-9720,2084,-23,23,12,0
1544,-9640,2281,-73,52,-14,0
1520,-9542,2391,-88,61,-17,0
1555,-9492,2571,-52,50,9,0
1570,-9451,2731,1,5,37,0
1586,-9349,2788,66,-49,75,0
1641,-9352,2887,149,-90,128,0
1690,-9431,2984,205,-137,163,0
1569,-9384,2869,238,-194,186,0
1458,-9555,2706,259,-222,213,0
1533,-9848,2592,178,-229,192,0
1580,-10065,2365,0,-218,104,0
1587,-10176,2141,-169,-188,-8,0
1604,-10093,1871,-271,-143,-112,0
1571,-9951,1691,-264,-91,-162,0
1526,-9793,1677,-166,-42,-164,0
1521,-9615,1765,-40,-9,-141,0
1537,-9422,1862,76,14,-98,0
1558,-9284,1954,160,20,-50,0
1620,-9168,2086,206,22,-5,0
1719,-9087,2083,186,33,28,0
1692,-9115,2111,105,67,49,0
1428,-9453,2233,2,110,60,0
1303,-9899,2329,-83,137,44,0
1389,-10064,2518,-128,142,7,0
1452,-10048,2809,-140,129,-44,0
1388,-9879,2983,-152,87,-101,0
1369,-9599,2996,-185,17,-143,0
1406,-9360,2879,-237,-72,-160,0
1399,-9243,2608,-277,-142,-148,0
1455,-9173,2335,-241,-174,-109,0
1654,-9104,2185,-145,-198,-59,0
1757,-9025,2080,-32,-204,-6,0
1804,-8966,2031,49,-176,34,0
1869,-8935,1998,58,-140,58,0
1868,-8946,1965,-1,-96,67,0
1764,-9037,1940,-101,-52,57,0
1734,-9088,1881,-197,-11,43,0
1659,-9227,1853,-222,41,43,0
1544,-9359,2002,-176,90,54,0
1509,-9422,2251,-100,103,87,0
1482,-9577,2511,-12,89,140,0
1545,-9743,2736,41,47,183,0
1641,-9857,2879,59,-18,208,0
1714,-10085,2846,51,-91,218,0
1760,-10236,2588,26,-146,186,0
1813,-10204,2354,7,-161,113,0
1844,-10083,2096,-20,-151,38,0
1935,-9921,1844,-44,-105,-13,0
1965,-9769,1727,-38,-35,-34,0
1974,-9684,1880,-5,43,-34,0
1909,-9657,2072,27,93,-20,0
1867,-9762,2168,56,101,19,0
1892,-9942,2298,94,83,68,0
1867,-10115,2403,109,40,90,0
1837,-10134,2375,103,0,73,0
1758,-10049,2311,79,-10,26,0
1521,-9967,2238,71,20,-15,0
1375,-9839,2443,98,69,-30,0
1382,-9614,2766,139,94,-28,0
1411,-9522,3032,150,85,-21,0
1448,-9475,3123,85,26,-9,0
1488,-9512,2967,-21,-44,12,0
1467,-9677,2649,-95,-83,27,0
1495,-9833,2315,-109,-104,35,0
1655,-10023,2169,-41,-86,61,0
1714,-10211,2226,54,-36,74,0
1631,-10307,2530,101,25,49,0
1502,-10298,2973,101,84,5,0
1428,-10298,3433,64,96,-47,0
1428,-10298,3433,64,96,-47,0
1256,-10403,3557,4,42,-98,0
1133,-10367,3416,-18,-42,-141,0
1106,-10124,3138,-2,-134,-186,0
1131,-9817,2813,24,-197,-215,0
1315,-9516,2588,44,-229,-225,0
1777,-9055,2476,46,-239,-214,0
2316,-8706,2557,79,-194,-170,0
2608,-8620,2868,160,-83,-98,0
2569,-8652,3435,299,53,-20,0
2503,-8905,3873,496,155,29,0
2068,-9124,4320,771,234,60,0
1508,-9209,4731,1050,249,95,0
1282,-9176,4913,1250,148,140,0
1183,-9118,4963,1342,-9,171,0
1124,-8990,4854,1328,-155,147,0
1069,-8912,4604,1207,-303,83,0
1204,-9098,4071,980,-457,12,0
1467,-9381,3176,676,-605,-56,0
1691,-9568,2128,372,-735,-138,0
1762,-9589,1138,137,-778,-222,0
1732,-9439,357,16,-713,-275,0
1685,-9210,-262,-7,-584,-278,0
1728,-9052,-486,45,-408,-238,0
1830,-8798,-247,127,-209,-193,0
1896,-8634,329,188,-14,-157,0
1753,-8691,1091,198,135,-115,0
1532,-8798,1590,161,186,-67,0
1424,-8930,1865,140,164,-10,0
1423,-8961,2126,169,137,37,0
1267,-8925,2560,230,147,70,0
1069,-8798,3113,243,158,80,0
998,-8675,3632,139,128,69,0
1047,-8618,4035,-78,53,38,0
1150,-8755,4078,-348,-56,4,0
1189,-9026,3533,-585,-204,-13,0
1209,-9119,2740,-704,-323,-7,0
1291,-9179,2201,-706,-354,-2,0
1268,-9275,1820,-641,-306,14,0
1186,-9356,1489,-520,-231,41,0
1235,-9453,1417,-333,-143,84,0
1330,-9735,1564,-143,-59,145,0
1508,-10045,1806,-1,-3,181,0
1662,-10139,2094,103,39,180,0
1733,-10069,2420,162,79,153,0
1826,-9980,2733,117,107,97,0
1878,-9832,2953,-39,124,27,0
1939,-9687,3061,-226,131,-38,0
2047,-9547,3067,-361,126,-88,0
2159,-9457,3026,-393,115,-88,0
2253,-9330,3041,-314,105,-51,0
2273,-9244,3073,-160,90,2,0
2199,-9201,3174,20,68,77,0
2069,-9210,3293,152,40,147,0
1933,-9283,3489,181,21,192,0
1786,-9439,3622,104,14,206,0
1733,-9718,3589,-40,21,170,0
1798,-9906,3430,-199,45,71,0
1686,-9848,3292,-304,68,-30,0
1438,-9698,3095,-331,64,-76,0
1386,-9575,2921,-287,45,-50,0
1500,-9531,2830,-190,18,20,0
1618,-9543,2875,-66,4,85,0
1655,-9488,3073,30,5,110,0
1673,-9387,3223,55,6,105,0
1750,-9209,3256,15,-2,85,0
1721,-9188,3261,-45,-13,78,0
1519,-9528,3269,-125,-27,85,0
1315,-9981,3041,-182,-58,119,0
1236,-10573,2849,-139,-77,172,0
1235,-11128,2759,-37,-64,179,0
1130,-11407,2758,72,-15,134,0
761,-11630,2918,183,35,84,0
487,-11949,3332,287,59,38,0
292,-12308,3887,315,42,-18,0
-92,-12912,4533,271,23,-106,0
-428,-13817,5426,175,-22,-262,0
-523,-14413,6122,21,-173,-511,0
-531,-14801,6035,-161,-412,-836,0
-456,-14728,5249,-347,-664,-1201,0
-471,-14730,4291,-491,-828,-1543,0
-628,-14837,3451,-562,-886,-1869,0
-610,-14573,2797,-504,-868,-2173,0
-481,-14432,2675,-324,-802,-2451,0
-381,-14571,3314,-148,-757,-2798,0
-153,-14277,3869,-206,-752,-3284,0
2,-13392,4144,-581,-755,-3845,0
134,-12306,3865,-1094,-768,-4455,0
393,-11093,3216,-1552,-768,-4956,0
721,-10144,2753,-1818,-808,-5245,0
1192,-9217,1923,-1852,-940,-5450,0
1826,-7529,1449,-1632,-1007,-5615,0
1826,-7529,1449,-1632,-1007,-5615,0
2395,-5924,1780,-1393,-1040,-5733,0
2727,-4243,1357,-1295,-1057,-5853,0
2858,-2579,775,-1352,-934,-6041,0
3028,-433,676,-1752,-820,-6317,0
2728,2021,-131,-2421,-793,-6647,0
1899,3671,-581,-3103,-635,-7083,0
1832,6554,-442,-3800,-433,-7567,0
1614,10209,214,-4164,-307,-7696,0
2387,14235,532,-4015,-286,-7281,0
3847,19085,-529,-3286,-417,-6277,0
5153,24395,-1538,-1974,-518,-4779,0
5773,29881,-1424,-426,-142,-2713,0
6233,-31707,-918,827,416,-13,0
6956,-31873,-82,1513,658,3086,0
6595,30133,201,1716,606,6070,0
5021,25434,-320,1790,439,8831,0
2601,20026,-1199,1969,223,11663,0
-2335,14136,-1884,2570,308,14485,0
-11218,8527,-1421,3743,863,17119,0
-23078,3914,-196,5379,1641,17453,0
28473,-5095,3270,6526,2680,17453,0
26309,-25420,5669,6127,3187,17453,0
26421,26309,19585,5202,2106,17453,0
-28245,26309,-26699,2503,98,10479,0
-10294,26628,32547,-1956,-644,1010,0
-19882,26528,13515,-3335,-247,-5581,0
-24538,-29539,8553,-3143,325,-8009,0
-17607,-15739,10258,-3821,248,-8343,0
-9360,-11430,7421,-4467,-366,-7705,0
-3839,-12053,1673,-3814,-810,-6861,0
-2464,-12689,-2923,-1940,-833,-6076,0
-2579,-12245,-4980,363,-393,-5544,0
-2651,-11630,-3120,2242,61,-5527,0
-2703,-9589,536,2907,286,-6108,0
-2288,-6353,2488,2105,404,-6806,0
-1547,-2819,3009,588,364,-7402,0
-1517,550,3044,-1031,247,-7975,0
-322,4826,3081,-2436,127,-8590,0
14,7476,2006,-3508,-103,-8951,0
1087,9897,900,-4100,-127,-9215,0
1443,12214,-286,-4148,-111,-9089,0
2008,15530,-1138,-3449,-12,-8594,0
3736,21197,-1721,-2162,193,-7511,0
5898,28253,-1429,-477,378,-5377,0
8017,-32208,-280,1098,557,-2211,0
9603,-32346,1090,1791,528,1495,0
8599,29355,1545,1454,285,4950,0
6081,23360,982,810,3,7636,0
3651,17224,-203,630,-295,9721,0
1125,12052,-1394,1148,-552,11546,0
-3165,6697,-1891,2292,-574,13174,0
-9694,2266,-1822,3814,-341,14622,0
-16903,-1324,-134,5301,148,15846,0
-26507,-12923,1807,6065,720,16561,0
32122,-26930,4240,5923,988,15872,0
-31265,26309,10401,5081,1036,12717,0
-16023,26309,15854,2755,1156,7103,0
-6629,26758,15710,-193,1759,1314,0
-9701,-31837,13798,-1500,2594,-2543,0
-10944,-20290,12841,-1932,2585,-4283,0
-8442,-13356,11893,-2572,1674,-4501,0
-4334,-9771,9778,-2996,632,-3905,0
-1040,-8359,7036,-2726,-206,-3109,0
539,-8084,4817,-1867,-768,-2322,0
1142,-7996,3374,-804,-1060,-1618,0
1537,-7825,2830,105,-1163,-1054,0
2033,-7576,2739,689,-1119,-695,0
2407,-7294,2695,915,-989,-491,0
2754,-7037,2475,846,-862,-363,0
3347,-6921,2195,585,-777,-284,0
3622,-6878,1744,251,-737,-237,0
3450,-7180,1131,-52,-710,-209,0
3191,-7752,260,-206,-672,-142,0
2791,-8306,-380,-145,-566,-15,0
2502,-8727,-588,101,-367,163,0
2146,-9026,-296,447,-149,372,0
1891,-9356,555,720,36,542,0
1792,-9742,1553,751,162,622,0
1939,-10381,2262,511,229,617,0
1993,-10822,2677,129,228,529,0
1866,-11030,2772,-237,189,390,0
1670,-11126,2566,-454,124,239,0
1535,-11184,2274,-447,48,126,0
1400,-10958,2097,-235,-7,53,0
1266,-10607,2066,104,-28,28,0
1092,-10277,2223,444,-11,45,0
933,-10026,2563,616,24,46,0
899,-9839,2925,570,60,4,0
1002,-9681,3179,355,77,-72,0
1242,-9651,3319,58,78,-169,0
1465,-9386,3215,-221,48,-266,0
1465,-9386,3215,-221,48,-266,0
1685,-9053,3039,-390,1,-314,0
1835,-8815,2898,-474,-69,-335,0
1812,-8730,2740,-511,-124,-323,0
1659,-8839,2470,-451,-171,-264,0
1600,-9020,2128,-246,-207,-169,0
1666,-9118,1861,23,-227,-82,0
1732,-9122,1777,237,-211,-23,0
1820,-9076,1801,317,-175,6,0
1927,-9079,1801,246,-110,4,0
1929,-9138,1847,36,-14,-26,0
1790,-9177,1887,-221,77,-75,0
1516,-9402,1877,-387,147,-97,0
1331,-9646,1885,-398,162,-83,0
1171,-9820,1952,-293,126,-76,0
968,-9810,2081,-121,87,-64,0
948,-9639,2278,53,43,-26,0
1109,-9458,2467,173,-19,21,0
1332,-9331,2570,203,-55,43,0
1422,-9300,2603,170,-45,51,0
1386,-9520,2484,96,-39,40,0
1333,-9756,2189,14,-31,8,0
1245,-9921,1904,-77,-12,-42,0
1089,-10057,1608,-174,29,-112,0
938,-10158,1395,-234,87,-173,0
934,-10099,1410,-243,134,-214,0
1023,-9953,1523,-201,158,-236,0
1090,-9810,1713,-119,175,-251,0
1272,-9531,1934,-30,169,-258,0
1505,-9223,2141,28,138,-245,0
1589,-8935,2267,107,115,-209,0
1434,-8782,2353,226,102,-129,0
1309,-8771,2516,335,75,-17,0
1385,-8930,2573,406,41,83,0
1535,-9286,2639,443,30,135,0
1666,-9542,2662,415,43,115,0
1738,-9705,2755,310,62,47,0
1857,-9812,2959,125,69,-49,0
2067,-9762,3117,-77,59,-142,0
2230,-9629,3189,-216,26,-207,0
2442,-9452,3226,-253,-37,-231,0
2637,-9288,3117,-220,-129,-225,0
2749,-9143,2944,-156,-229,-198,0
2820,-9162,2668,-82,-310,-149,0
2767,-9276,2296,3,-333,-102,0
2651,-9305,2170,90,-296,-67,0
2505,-9332,2282,129,-251,-42,0
2396,-9439,2363,87,-214,-41,0
2338,-9504,2503,-12,-175,-63,0
2275,-9590,2584,-127,-158,-102,0
2253,-9714,2448,-213,-169,-142,0
2264,-9747,2102,-218,-199,-170,0
2262,-9713,1844,-133,-223,-172,0
2139,-9658,1713,-11,-241,-148,0
2013,-9639,1555,100,-245,-116,0
2055,-9635,1613,200,-213,-88,0
2106,-9613,1800,257,-146,-80,0
2048,-9629,2037,245,-46,-97,0
1984,-9550,2396,183,65,-140,0
1959,-9355,2758,101,141,-194,0
1947,-9252,3046,17,158,-224,0
1954,-9223,3147,-64,121,-236,0
2050,-9140,3038,-112,56,-242,0
2158,-9089,2958,-136,-17,-244,0
2282,-9068,2770,-175,-85,-233,0
2387,-9013,2407,-188,-123,-198,0
2349,-9006,2172,-120,-133,-156,0
2129,-9101,2013,-6,-130,-108,0
1837,-9195,1826,125,-130,-38,0
1780,-9328,1795,249,-137,39,0
1666,-9522,1762,284,-134,88,0
1447,-9783,1696,208,-85,89,0
1278,-10076,1802,77,-9,42,0
1030,-10367,1910,-55,67,-46,0
754,-10488,2080,-119,126,-123,0
604,-10507,2476,-66,147,-143,0
687,-10544,2966,75,116,-109,0
915,-10713,3362,232,25,-60,0
1177,-10864,3494,335,-111,-51,0
1486,-10828,3390,379,-250,-88,0
1772,-10638,3118,349,-344,-153,0
2007,-10277,2761,244,-360,-239,0
2185,-9949,2454,108,-328,-321,0
2363,-9700,2309,-19,-288,-391,0
2469,-9393,2118,-105,-257,-437,0
2607,-9009,2012,-123,-234,-447,0
2754,-8613,2005,-98,-218,-428,0
2862,-8239,1996,-65,-197,-382,0
2789,-7887,2023,-15,-158,-304,0
2666,-7711,2291,71,-119,-174,0
2535,-7805,2711,156,-138,1,0
2444,-8175,2978,193,-217,190,0
2444,-8175,2978,193,-217,190,0
2558,-8712,3112,117,-335,321,0
2621,-9124,2996,-92,-441,335,0
2479,-9425,2644,-332,-498,255,0
2261,-9696,2111,-508,-538,131,0
2140,-9890,1443,-567,-549,-9,0
2324,-9753,857,-522,-496,-156,0
2557,-9292,422,-477,-368,-282,0
2464,-8729,106,-429,-184,-318,0
2326,-8415,123,-355,13,-253,0
2415,-8381,439,-265,178,-97,0
2472,-8698,855,-149,298,78,0
2529,-9147,1405,-21,362,199,0
2673,-9432,1835,100,366,259,0
2765,-9565,2146,174,334,272,0
2778,-9573,2327,176,282,233,0
2765,-9401,2393,128,234,167,0
2705,-9007,2293,53,201,88,0
2541,-8712,2130,-10,198,44,0
2448,-8658,2057,-40,215,60,0
2324,-8749,2110,-49,219,132,0
2278,-9095,2232,-31,213,246,0
2316,-9653,2466,37,190,361,0
2364,-10059,2699,126,124,423,0
2517,-10300,2889,225,44,439,0
2642,-10462,3000,283,-41,403,0
2615,-10526,2982,235,-125,288,0
2426,-10550,2746,61,-194,126,0
2352,-10397,2144,-157,-232,-34,0
2420,-10115,1535,-340,-226,-165,0
2546,-9803,1124,-439,-161,-253,0
2677,-9439,871,-424,-70,-266,0
2679,-9095,845,-311,15,-229,0
2581,-8869,991,-145,119,-159,0
2533,-8776,1407,25,226,-65,0
2426,-8818,2027,141,290,16,0
2244,-9009,2537,185,305,75,0
2146,-9249,2891,197,290,124,0
2108,-9517,3223,159,243,129,0
2097,-9705,3266,49,174,59,0
2008,-9707,3041,-44,113,-32,0
1922,-9508,2747,-77,66,-101,0
1992,-9374,2480,-82,34,-134,0
2019,-9255,2267,-82,34,-135,0
2006,-9250,2175,-60,44,-118,0
1999,-9316,2091,-39,30,-95,0
2033,-9361,1920,-6,14,-72,0
1954,-9360,1743,89,23,-37,0
1980,-9240,1716,218,41,5,0
2177,-9034,1921,310,63,32,0
2345,-8826,2215,320,82,50,0
2472,-8642,2423,257,95,66,0
2639,-8596,2582,138,104,71,0
2742,-8678,2680,-37,113,55,0
2755,-8760,2730,-199,136,33,0
2628,-8892,2870,-270,148,33,0
2291,-9051,3041,-266,118,57,0
2061,-9280,3149,-190,56,112,0
1940,-9632,3165,-71,-37,173,0
1877,-9969,2938,22,-139,196,0
1909,-10185,2666,100,-209,195,0
1976,-10272,2419,119,-234,159,0
1886,-10300,2163,78,-207,93,0
1818,-10313,1866,18,-167,17,0
1911,-10213,1636,-25,-127,-63,0
1987,-9909,1517,-35,-67,-132,0
2072,-9528,1546,-15,-7,-172,0
2152,-9213,1593,13,29,-169,0
2181,-9015,1723,65,54,-111,0
2203,-8915,1850,138,48,-38,0
2177,-8935,2035,213,22,29,0
2207,-9026,2243,254,-4,87,0
2371,-9093,2371,238,-27,111,0
2557,-9105,2445,157,-42,92,0
2620,-8984,2466,38,-45,64,0
2572,-8954,2286,-76,-43,47,0
2467,-9006,2100,-120,-25,67,0
2275,-9126,1914,-104,-21,95,0
1964,-9379,1743,-40,-9,132,0
1744,-9664,1835,64,24,175,0
1731,-9842,2157,148,43,197,0
1794,-9951,2566,162,42,198,0
1859,-10011,2871,94,15,176,0
1789,-10132,2912,-10,-34,143,0
1725,-10270,2705,-133,-96,89,0
1707,-10247,2327,-216,-136,18,0
1637,-10118,2037,-210,-133,-28,0
1648,-9870,1927,-140,-124,-51,0
1814,-9605,1908,-55,-128,-45,0
1974,-9444,1929,5,-114,-21,0
2018,-9420,1952,42,-92,7,0
2018,-9420,1952,42,-92,7,0
2051,-9510,2024,60,-78,42,0
2062,-9688,2081,53,-76,74,0
1962,-9949,2158,35,-75,86,0
1921,-10131,2255,3,-91,66,0
1893,-10330,2145,-39,-131,19,0
